"county_fips","county","state","year","asthma"
29077,"Greene","Missouri",2019,9.8
29095,"Jackson","Missouri",2018,9.8
29095,"Jackson","Missouri",2019,10.7
29097,"Jasper","Missouri",2019,10.2
29097,"Jasper","Missouri",2018,9.9
29510,"St. Louis","Missouri",2019,10.5
29510,"St. Louis","Missouri",2018,10.9
30013,"Cascade","Montana",2018,10.1
30013,"Cascade","Montana",2019,10.6
30063,"Missoula","Montana",2019,9.2
30063,"Missoula","Montana",2018,9.1
30111,"Yellowstone","Montana",2018,9.7
30111,"Yellowstone","Montana",2019,9.9
31055,"Douglas","Nebraska",2019,8.5
31055,"Douglas","Nebraska",2018,9
31079,"Hall","Nebraska",2019,7.6
31079,"Hall","Nebraska",2018,8.1
31109,"Lancaster","Nebraska",2019,8.4
31109,"Lancaster","Nebraska",2018,8.6
32003,"Clark","Nevada",2019,8.9
32003,"Clark","Nevada",2018,8.5
32031,"Washoe","Nevada",2018,9
32031,"Washoe","Nevada",2019,9.7
32510,"Carson City","Nevada",2018,9.2
32510,"Carson City","Nevada",2019,9
33011,"Hillsborough","New Hampshire",2018,10.6
33011,"Hillsborough","New Hampshire",2019,10.7
33015,"Rockingham","New Hampshire",2019,9.5
33015,"Rockingham","New Hampshire",2018,9.7
33017,"Strafford","New Hampshire",2018,10.2
33017,"Strafford","New Hampshire",2019,10.4
34001,"Atlantic","New Jersey",2018,9.8
34009,"Cape May","New Jersey",2018,9.8
34011,"Cumberland","New Jersey",2018,10.7
34021,"Mercer","New Jersey",2018,9.4
35001,"Bernalillo","New Mexico",2019,9
35001,"Bernalillo","New Mexico",2018,9.7
35013,"Doña Ana","New Mexico",2018,9.8
35013,"Doña Ana","New Mexico",2019,9.2
35045,"San Juan","New Mexico",2018,12
35045,"San Juan","New Mexico",2019,9.9
35049,"Santa Fe","New Mexico",2018,9
35049,"Santa Fe","New Mexico",2019,8
35061,"Valencia","New Mexico",2019,8.7
35061,"Valencia","New Mexico",2018,10.1
36001,"Albany","New York",2019,9.8
36001,"Albany","New York",2018,10.9
36007,"Broome","New York",2019,10.6
36007,"Broome","New York",2018,11.7
36015,"Chemung","New York",2018,11.7
36015,"Chemung","New York",2019,10.6
36027,"Dutchess","New York",2019,9.7
36027,"Dutchess","New York",2018,10.1
36029,"Erie","New York",2018,10.8
36029,"Erie","New York",2019,10.4
36045,"Jefferson","New York",2019,10.1
36045,"Jefferson","New York",2018,11.4
36055,"Monroe","New York",2019,10.2
36055,"Monroe","New York",2018,11.4
36065,"Oneida","New York",2019,10.2
36065,"Oneida","New York",2018,11.3
36067,"Onondaga","New York",2018,11.4
36067,"Onondaga","New York",2019,10.5
36071,"Orange","New York",2019,9.3
36071,"Orange","New York",2018,10.7
36081,"Queens","New York",2018,8.7
36081,"Queens","New York",2019,8.1
36091,"Saratoga","New York",2019,9.5
36091,"Saratoga","New York",2018,10.7
36109,"Tompkins","New York",2019,9.8
36109,"Tompkins","New York",2018,10.5
36111,"Ulster","New York",2018,10.9
36111,"Ulster","New York",2019,9.8
36113,"Warren","New York",2019,10.1
36113,"Warren","New York",2018,10.8
37001,"Alamance","North Carolina",2018,10
37001,"Alamance","North Carolina",2019,9.8
37021,"Buncombe","North Carolina",2019,8.9
37021,"Buncombe","North Carolina",2018,9.3
37025,"Cabarrus","North Carolina",2018,9.1
37025,"Cabarrus","North Carolina",2019,9
37035,"Catawba","North Carolina",2019,9.2
37035,"Catawba","North Carolina",2018,9.5
37049,"Craven","North Carolina",2019,9.2
37049,"Craven","North Carolina",2018,9.6
37051,"Cumberland","North Carolina",2018,9.9
37051,"Cumberland","North Carolina",2019,9.6
37063,"Durham","North Carolina",2018,9.4
37063,"Durham","North Carolina",2019,8.9
37071,"Gaston","North Carolina",2018,10
37071,"Gaston","North Carolina",2019,9.8
37081,"Guilford","North Carolina",2018,9.7
37081,"Guilford","North Carolina",2019,9.5
37119,"Mecklenburg","North Carolina",2019,8.7
37119,"Mecklenburg","North Carolina",2018,9.2
37127,"Nash","North Carolina",2018,10.4
37127,"Nash","North Carolina",2019,9.9
37129,"New Hanover","North Carolina",2019,9.2
37129,"New Hanover","North Carolina",2018,9.3
37133,"Onslow","North Carolina",2018,9.4
37133,"Onslow","North Carolina",2019,8.9
37147,"Pitt","North Carolina",2019,10.2
37147,"Pitt","North Carolina",2018,10.2
37183,"Wake","North Carolina",2018,8.6
37183,"Wake","North Carolina",2019,8.2
37191,"Wayne","North Carolina",2019,10.2
37191,"Wayne","North Carolina",2018,10.3
38015,"Burleigh","North Dakota",2019,8.2
38015,"Burleigh","North Dakota",2018,9.2
38017,"Cass","North Dakota",2019,8.2
38017,"Cass","North Dakota",2018,8.6
38035,"Grand Forks","North Dakota",2019,8.7
38035,"Grand Forks","North Dakota",2018,8.9
39003,"Allen","Ohio",2018,9.7
39003,"Allen","Ohio",2019,10.1
39017,"Butler","Ohio",2018,9.4
39017,"Butler","Ohio",2019,10.2
39023,"Clark","Ohio",2018,10.5
39023,"Clark","Ohio",2019,11.1
39035,"Cuyahoga","Ohio",2018,10.2
39035,"Cuyahoga","Ohio",2019,11.1
39049,"Franklin","Ohio",2018,9.1
39049,"Franklin","Ohio",2019,9.9
39061,"Hamilton","Ohio",2018,10
39061,"Hamilton","Ohio",2019,10.1
39089,"Licking","Ohio",2018,9.5
39089,"Licking","Ohio",2019,10
39093,"Lorain","Ohio",2019,10.2
39093,"Lorain","Ohio",2018,9.6
39095,"Lucas","Ohio",2018,10.4
39095,"Lucas","Ohio",2019,10.8
39099,"Mahoning","Ohio",2018,10.1
39099,"Mahoning","Ohio",2019,10.4
39113,"Montgomery","Ohio",2019,11
39113,"Montgomery","Ohio",2018,9.8
39139,"Richland","Ohio",2019,10.4
39139,"Richland","Ohio",2018,9.7
39151,"Stark","Ohio",2019,10.8
39151,"Stark","Ohio",2018,9.8
39153,"Summit","Ohio",2019,10.4
39153,"Summit","Ohio",2018,9.5
40027,"Cleveland","Oklahoma",2018,9.5
40027,"Cleveland","Oklahoma",2019,9.5
40031,"Comanche","Oklahoma",2019,10.4
40031,"Comanche","Oklahoma",2018,10.4
40109,"Oklahoma","Oklahoma",2018,10.7
40109,"Oklahoma","Oklahoma",2019,10.1
40143,"Tulsa","Oklahoma",2018,10.1
40143,"Tulsa","Oklahoma",2019,9.6
41003,"Benton","Oregon",2018,10.3
41003,"Benton","Oregon",2019,10.3
41017,"Deschutes","Oregon",2018,10
41017,"Deschutes","Oregon",2019,9.7
41029,"Jackson","Oregon",2019,10.4
41029,"Jackson","Oregon",2018,11.6
41033,"Josephine","Oregon",2019,11
41033,"Josephine","Oregon",2018,11.6
41039,"Lane","Oregon",2018,11.4
41039,"Lane","Oregon",2019,11.2
41043,"Linn","Oregon",2018,11.3
41043,"Linn","Oregon",2019,11.1
41047,"Marion","Oregon",2018,11.5
41047,"Marion","Oregon",2019,10.6
41051,"Multnomah","Oregon",2018,10.7
41051,"Multnomah","Oregon",2019,9.9
42003,"Allegheny","Pennsylvania",2018,9.9
42003,"Allegheny","Pennsylvania",2019,10
42011,"Berks","Pennsylvania",2019,10
42011,"Berks","Pennsylvania",2018,10.1
42013,"Blair","Pennsylvania",2018,10.4
42013,"Blair","Pennsylvania",2019,10.8
42021,"Cambria","Pennsylvania",2019,10.7
42021,"Cambria","Pennsylvania",2018,10.6
42027,"Centre","Pennsylvania",2019,9.9
42027,"Centre","Pennsylvania",2018,9.6
42037,"Columbia","Pennsylvania",2018,10.7
42037,"Columbia","Pennsylvania",2019,10.6
42043,"Dauphin","Pennsylvania",2019,10.4
42043,"Dauphin","Pennsylvania",2018,10.1
42049,"Erie","Pennsylvania",2019,10.4
42049,"Erie","Pennsylvania",2018,10.4
42051,"Fayette","Pennsylvania",2019,11
42051,"Fayette","Pennsylvania",2018,10.9
42055,"Franklin","Pennsylvania",2018,10.4
42055,"Franklin","Pennsylvania",2019,10.2
42069,"Lackawanna","Pennsylvania",2018,10.2
42069,"Lackawanna","Pennsylvania",2019,10
42071,"Lancaster","Pennsylvania",2018,10.3
42071,"Lancaster","Pennsylvania",2019,10.3
42075,"Lebanon","Pennsylvania",2019,9.9
42075,"Lebanon","Pennsylvania",2018,10.1
42077,"Lehigh","Pennsylvania",2018,9.8
42077,"Lehigh","Pennsylvania",2019,9.5
42079,"Luzerne","Pennsylvania",2019,10.1
42079,"Luzerne","Pennsylvania",2018,10.2
42081,"Lycoming","Pennsylvania",2018,10.3
42081,"Lycoming","Pennsylvania",2019,10.5
42089,"Monroe","Pennsylvania",2019,10.1
42089,"Monroe","Pennsylvania",2018,10.1
42091,"Montgomery","Pennsylvania",2018,9.2
42091,"Montgomery","Pennsylvania",2019,9.5
42101,"Philadelphia","Pennsylvania",2018,11.7
42101,"Philadelphia","Pennsylvania",2019,11.4
42129,"Westmoreland","Pennsylvania",2019,9.9
42129,"Westmoreland","Pennsylvania",2018,10
42133,"York","Pennsylvania",2018,9.9
42133,"York","Pennsylvania",2019,9.9
44007,"Providence","Rhode Island",2019,11.6
44007,"Providence","Rhode Island",2018,11.8
45007,"Anderson","South Carolina",2018,9.7
45007,"Anderson","South Carolina",2019,9.9
45013,"Beaufort","South Carolina",2018,8.4
45013,"Beaufort","South Carolina",2019,8.4
45019,"Charleston","South Carolina",2019,9.4
45019,"Charleston","South Carolina",2018,9.2
45041,"Florence","South Carolina",2018,10
45041,"Florence","South Carolina",2019,10.3
45045,"Greenville","South Carolina",2018,9
45045,"Greenville","South Carolina",2019,8.7
45051,"Horry","South Carolina",2019,10.1
45051,"Horry","South Carolina",2018,9.5
45079,"Richland","South Carolina",2018,9.3
45079,"Richland","South Carolina",2019,9.7
45083,"Spartanburg","South Carolina",2019,9.5
45083,"Spartanburg","South Carolina",2018,9.8
45085,"Sumter","South Carolina",2018,10.5
45085,"Sumter","South Carolina",2019,10.4
45091,"York","South Carolina",2018,9.1
45091,"York","South Carolina",2019,8.9
46099,"Minnehaha","South Dakota",2019,8
46099,"Minnehaha","South Dakota",2018,8.3
46103,"Pennington","South Dakota",2018,8.7
46103,"Pennington","South Dakota",2019,8.3
47011,"Bradley","Tennessee",2018,10.7
47011,"Bradley","Tennessee",2019,10
47037,"Davidson","Tennessee",2019,9.5
47037,"Davidson","Tennessee",2018,10.1
47063,"Hamblen","Tennessee",2018,10.9
47063,"Hamblen","Tennessee",2019,10.1
47065,"Hamilton","Tennessee",2019,9.5
47065,"Hamilton","Tennessee",2018,10.5
47093,"Knox","Tennessee",2018,9.9
47093,"Knox","Tennessee",2019,9.4
47113,"Madison","Tennessee",2018,10.6
47113,"Madison","Tennessee",2019,10
47125,"Montgomery","Tennessee",2019,9.7
47125,"Montgomery","Tennessee",2018,10.3
47149,"Rutherford","Tennessee",2018,10.1
47149,"Rutherford","Tennessee",2019,9.1
47157,"Shelby","Tennessee",2019,10
47157,"Shelby","Tennessee",2018,11.2
47163,"Sullivan","Tennessee",2018,10.8
47163,"Sullivan","Tennessee",2019,10.3
47179,"Washington","Tennessee",2018,10.2
47179,"Washington","Tennessee",2019,10
48027,"Bell","Texas",2018,9.2
48027,"Bell","Texas",2019,8.7
48029,"Bexar","Texas",2018,8.5
48029,"Bexar","Texas",2019,7.8
48037,"Bowie","Texas",2018,9.9
48037,"Bowie","Texas",2019,9.3
48039,"Brazoria","Texas",2019,7.6
48039,"Brazoria","Texas",2018,8.4
48041,"Brazos","Texas",2018,9.2
48041,"Brazos","Texas",2019,8.3
48061,"Cameron","Texas",2019,8.1
48061,"Cameron","Texas",2018,8.9
48085,"Collin","Texas",2019,7.3
48085,"Collin","Texas",2018,7.9
48113,"Dallas","Texas",2019,8.3
48113,"Dallas","Texas",2018,9.2
48121,"Denton","Texas",2019,7.6
48121,"Denton","Texas",2018,8.4
48135,"Ector","Texas",2018,8.6
48135,"Ector","Texas",2019,8
48141,"El Paso","Texas",2019,7.4
48141,"El Paso","Texas",2018,8.2
48167,"Galveston","Texas",2019,8
48167,"Galveston","Texas",2018,9.3
48181,"Grayson","Texas",2019,8.9
48181,"Grayson","Texas",2018,9.6
48183,"Gregg","Texas",2018,10
48183,"Gregg","Texas",2019,9.4
48201,"Harris","Texas",2018,8.6
48201,"Harris","Texas",2019,7.9
48209,"Hays","Texas",2018,8.6
48209,"Hays","Texas",2019,7.8
48215,"Hidalgo","Texas",2019,7.9
48215,"Hidalgo","Texas",2018,8.5
48245,"Jefferson","Texas",2018,9.5
48245,"Jefferson","Texas",2019,9
48303,"Lubbock","Texas",2019,8.5
48303,"Lubbock","Texas",2018,9
48309,"McLennan","Texas",2019,9
48309,"McLennan","Texas",2018,9.5
48329,"Midland","Texas",2018,8.4
48329,"Midland","Texas",2019,7.6
48339,"Montgomery","Texas",2018,8.5
48339,"Montgomery","Texas",2019,8
48355,"Nueces","Texas",2019,8.3
48355,"Nueces","Texas",2018,8.3
48375,"Potter","Texas",2019,8.7
48375,"Potter","Texas",2018,9.5
48423,"Smith","Texas",2019,9
48423,"Smith","Texas",2018,9.7
48441,"Taylor","Texas",2018,9.1
48441,"Taylor","Texas",2019,8.6
48451,"Tom Green","Texas",2018,8.7
48451,"Tom Green","Texas",2019,8
48453,"Travis","Texas",2018,8.2
48453,"Travis","Texas",2019,7.8
48469,"Victoria","Texas",2018,8.8
48469,"Victoria","Texas",2019,8.1
48479,"Webb","Texas",2018,8.6
48479,"Webb","Texas",2019,8.2
48485,"Wichita","Texas",2019,8.6
48485,"Wichita","Texas",2018,9.5
49005,"Cache","Utah",2018,9.5
49005,"Cache","Utah",2019,9.6
49035,"Salt Lake","Utah",2018,9.6
49035,"Salt Lake","Utah",2019,10.4
49049,"Utah","Utah",2019,8.8
49049,"Utah","Utah",2018,8.8
49053,"Washington","Utah",2019,9.1
49053,"Washington","Utah",2018,9.5
49057,"Weber","Utah",2018,9.5
49057,"Weber","Utah",2019,10
50007,"Chittenden","Vermont",2018,10.5
50007,"Chittenden","Vermont",2019,9.6
51121,"Montgomery","Virginia",2019,9.3
51121,"Montgomery","Virginia",2018,9.3
51540,"Charlottesville","Virginia",2018,9.4
51540,"Charlottesville","Virginia",2019,9.6
51630,"Fredericksburg","Virginia",2019,9.6
51630,"Fredericksburg","Virginia",2018,9.3
51660,"Harrisonburg","Virginia",2019,9.6
51660,"Harrisonburg","Virginia",2018,9.5
51680,"Lynchburg","Virginia",2019,10.5
51680,"Lynchburg","Virginia",2018,9.9
51760,"Richmond","Virginia",2019,10.6
51760,"Richmond","Virginia",2018,10.7
51770,"Roanoke","Virginia",2019,10.5
51770,"Roanoke","Virginia",2018,10.1
51790,"Staunton","Virginia",2018,9.5
51790,"Staunton","Virginia",2019,9.8
51810,"Virginia Beach","Virginia",2019,9
51810,"Virginia Beach","Virginia",2018,9
51830,"Williamsburg","Virginia",2019,9.7
51830,"Williamsburg","Virginia",2018,9.3
51840,"Winchester","Virginia",2018,9.3
51840,"Winchester","Virginia",2019,9.5
53005,"Benton","Washington",2018,10.4
53005,"Benton","Washington",2019,10.3
53007,"Chelan","Washington",2019,9.6
53007,"Chelan","Washington",2018,10.1
53015,"Cowlitz","Washington",2018,11
53015,"Cowlitz","Washington",2019,11.1
53033,"King","Washington",2019,8.8
53033,"King","Washington",2018,8.9
53035,"Kitsap","Washington",2018,10
53035,"Kitsap","Washington",2019,9.7
53057,"Skagit","Washington",2019,9.9
53057,"Skagit","Washington",2018,10.1
53061,"Snohomish","Washington",2019,10
53061,"Snohomish","Washington",2018,9.9
53063,"Spokane","Washington",2018,10.3
53063,"Spokane","Washington",2019,10.7
53067,"Thurston","Washington",2018,10
53067,"Thurston","Washington",2019,9.7
53071,"Walla Walla","Washington",2018,10.2
53071,"Walla Walla","Washington",2019,9.9
53073,"Whatcom","Washington",2019,10.1
53073,"Whatcom","Washington",2018,10.2
53077,"Yakima","Washington",2018,10.7
53077,"Yakima","Washington",2019,10.1
54011,"Cabell","West Virginia",2019,11.1
54011,"Cabell","West Virginia",2018,11.2
54029,"Hancock","West Virginia",2018,11.2
54029,"Hancock","West Virginia",2019,10.8
54039,"Kanawha","West Virginia",2018,10.8
54039,"Kanawha","West Virginia",2019,11.4
54061,"Monongalia","West Virginia",2018,10.3
54061,"Monongalia","West Virginia",2019,10.4
54069,"Ohio","West Virginia",2019,10.6
54069,"Ohio","West Virginia",2018,10.8
54081,"Raleigh","West Virginia",2019,11.5
54081,"Raleigh","West Virginia",2018,10.9
54107,"Wood","West Virginia",2019,11.1
54107,"Wood","West Virginia",2018,11.3
55009,"Brown","Wisconsin",2019,9.6
55009,"Brown","Wisconsin",2018,9
55025,"Dane","Wisconsin",2019,9.3
55025,"Dane","Wisconsin",2018,8.6
55035,"Eau Claire","Wisconsin",2019,9.7
55035,"Eau Claire","Wisconsin",2018,9.4
55039,"Fond du Lac","Wisconsin",2018,9.1
55039,"Fond du Lac","Wisconsin",2019,9.8
55059,"Kenosha","Wisconsin",2019,9.6
55059,"Kenosha","Wisconsin",2018,9.5
55063,"La Crosse","Wisconsin",2019,9.1
55063,"La Crosse","Wisconsin",2018,9
55073,"Marathon","Wisconsin",2018,9.1
55073,"Marathon","Wisconsin",2019,9.5
55079,"Milwaukee","Wisconsin",2018,10.5
55079,"Milwaukee","Wisconsin",2019,10.1
55087,"Outagamie","Wisconsin",2019,9.1
55087,"Outagamie","Wisconsin",2018,9
55101,"Racine","Wisconsin",2018,9.6
55101,"Racine","Wisconsin",2019,9.9
55105,"Rock","Wisconsin",2019,9.5
55105,"Rock","Wisconsin",2018,9.6
55117,"Sheboygan","Wisconsin",2018,8.9
55117,"Sheboygan","Wisconsin",2019,9
55131,"Washington","Wisconsin",2018,8.8
55131,"Washington","Wisconsin",2019,8.9
55139,"Winnebago","Wisconsin",2018,9.2
55139,"Winnebago","Wisconsin",2019,9.3
56021,"Laramie","Wyoming",2019,9.5
56021,"Laramie","Wyoming",2018,8.9
56025,"Natrona","Wyoming",2018,9.3
56025,"Natrona","Wyoming",2019,8.8
72005,"Aguadilla",NA,NA,NA
72013,"Arecibo",NA,NA,NA
72053,"Fajardo",NA,NA,NA
72054,"Florida",NA,NA,NA
72057,"Guayama",NA,NA,NA
72075,"Juana Díaz",NA,NA,NA
72097,"Mayagüez",NA,NA,NA
72113,"Ponce",NA,NA,NA
72125,"San Germán",NA,NA,NA
72127,"San Juan",NA,NA,NA
72153,"Yauco",NA,NA,NA
